SAMPID,SMATSSCR,SMCENTER,SMPTHNTS,SMRIN,SMTS,SMTSD,SMUBRID,SMTSISCH,SMTSPAX,SMNABTCH,SMNABTCHT,SMNABTCHD,SMGEBTCH,SMGEBTCHD,SMGEBTCHT,SMAFRZE,SMGTC,SME2MPRT,SMCHMPRS,SMNTRART,SMNUMGPS,SMMAPRT,SMEXNCRT,SM550NRM,SMGNSDTC,SMUNMPRT,SM350NRM,SMRDLGTH,SMMNCPB,SME1MMRT,SMSFLGTH,SMESTLBS,SMMPPD,SMNTERRT,SMRRNANM,SMRDTTL,SMVQCFL,SMMNCV,SMTRSCPT,SMMPPDPR,SMCGLGTH,SMGAPPCT,SMUNPDRD,SMNTRNRT,SMMPUNRT,SMEXPEFF,SMMPPDUN,SME2MMRT,SME2ANTI,SMALTALG,SME2SNSE,SMMFLGTH,SME1ANTI,SMSPLTRD,SMBSMMRT,SME1SNSE,SME1PCTS,SMRRNART,SME1MPRT,SMNUM5CD,SMDPMPRT,SME2PCTS
GTEX-131YS-0011-R7a-SM-5IJDA,,"C1, A1",,7.8,Brain,Brain - Putamen (basal ganglia),1874,,,BP-45522,RNA isolation_PAXgene Tissue miRNA,11/06/2013,LCSET-4814,03/04/2014,TruSeq.v1,RNASEQ,,0.98722845,0,0.94824255,,0.990999,0.8328925,,22986,1,,76,,0.002290664,206,0,72384976,0.051351678,2434003,73042430,9256760,,22998,35942208,,,0,0.11535008,0.990999,0.82539564,72384976,0.003862868,15690815,7036259,15689316,208,15686584,10188992,0.003073775,15941171,50.402473,0.03332314,0.9947695,,0,49.99761
GTEX-131YS-0011-R9b-SM-5EQLY,,"C1, A1",,7.8,Brain,Brain - Spinal cord (cervical c-1),6469,,,BP-44999,RNA isolation_PAXgene Tissue miRNA,10/24/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.98530585,0,0.94919926,,0.98983973,0.844686,,22667,1,,76,,0.002049539,226,0,77068447,0.05036044,2310495,77859518,8979274,,22679,38226004,,,0,0.10451323,0.98983973,0.83610374,77068447,0.003326852,16882290,7395848,16984573,218,16916602,12575815,0.00268527,17290054,50.545876,0.029675176,0.9943737,,0,50.151005
GTEX-131YS-0126-SM-5KM1M,1,C1,6 pieces; ~10% external/internal fat; epidermis measures up to 40um,7.2,Skin,Skin - Sun Exposed (Lower leg),4264,942,1013,BP-46482,RNA Extraction from Paxgene-derived Lysate Plate Based,12/03/2013,LCSET-4820,03/20/2014,TruSeq.v1,RNASEQ,,0.9837269,0,0.97151077,,0.98728126,0.81478435,,22711,1,,76,,0.00403865,201,0,79031194,0.028232347,338188,80049320,3919312,,22731,39237645,,,0,0.15672645,0.98728126,0.80442125,79031194,0.005259157,17132569,7175419,17261378,179,17323162,13868835,0.004646706,17322950,49.999695,0.004224746,0.99083567,,0,50.187256
GTEX-131YS-0226-SM-5IJEH,1,C1,2 pieces; one contains 50% fibrous tissue,6.1,Adipose Tissue,Adipose - Subcutaneous,2190,945,1011,BP-46482,RNA Extraction from Paxgene-derived Lysate Plate Based,12/03/2013,LCSET-4815,03/13/2014,TruSeq.v1,RNASEQ,,0.9805874,0,0.9707681,,0.9831978,0.78471875,,24028,1,,76,,0.004703374,223,0,99615982,0.02894436,514012,101318354,6452350,,24064,49372186,,,0,0.1860493,0.9831978,0.7715337,99615982,0.005290664,21929524,7788439,22073985,225,22100445,16190437,0.00499624,22143156,50.048267,0.005073237,0.98580813,,0,50.164146
GTEX-131YS-0326-SM-5PNYW,1,C1,"2 pieces; one with ~10% external fat, other with up to 10% internal/external fat",7.4,Nerve,Nerve - Tibial,1323,948,1008,BP-47901,RNA Extraction from Paxgene-derived Lysate Plate Based,01/06/2014,LCSET-4918,03/29/2014,TruSeq.v1,RNASEQ,,0.9890782,0,0.96111405,,0.9904821,0.74652934,,24183,1,,76,,0.00321573,223,0,90531469,0.038587365,320674,91401424,2582790,,24225,45031274,,,0,0.2145847,0.9904821,0.73942393,90531469,0.003481485,19946350,6310539,19885559,222,19868272,14153144,0.003348419,20075739,50.2597,0.003508414,0.99188584,,0,49.923695
GTEX-131YS-0426-SM-5EQ4J,1,C1,2 pieces; some intimal thickening,7.1,Blood Vessel,Artery - Tibial,7610,951,1006,BP-44901,RNA Extraction from Paxgene-derived Lysate Plate Based,10/22/2013,LCSET-4767,02/08/2014,TruSeq.v1,RNASEQ,,0.98682576,0,0.96804446,,0.99063253,0.7975439,,21685,1,,76,,0.002073479,151,0,71244794,0.031580877,475297,71918490,7811248,,21702,35368865,,,0,0.17050058,0.99063253,0.7900729,71244794,0.003098314,15383393,5331263,15520553,164,15559734,12586121,0.002583927,15588995,50.04697,0.006608829,0.99443936,,0,50.221912
GTEX-131YS-0526-SM-5EGKJ,1,C1,2 pieces; 10% internal fat,8.4,Muscle,Muscle - Skeletal,11907,953,1004,BP-44901,RNA Extraction from Paxgene-derived Lysate Plate Based,10/22/2013,LCSET-4797,02/11/2014,TruSeq.v1,RNASEQ,,0.9885157,0,0.98006284,,0.9919667,0.87098867,,19657,1,,76,,0.001707342,215,0,81202677,0.019666001,877090,81860292,6866394,,19666,40349004,,,0,0.109074146,0.9919667,0.8639918,81202677,0.002608119,17558479,7480461,17496997,204,17593800,18363480,0.002156163,17707534,50.161087,0.010714475,0.9954178,,0,49.912304
GTEX-131YS-0626-SM-5EGKL,1,C1,"2 pieces; fibroadipose tissue, small lobules and ducts embedded in fibrotic stroma",7.4,Breast,Breast - Mammary Tissue,8367,979,978,BP-44901,RNA Extraction from Paxgene-derived Lysate Plate Based,10/22/2013,LCSET-4797,02/11/2014,TruSeq.v1,RNASEQ,,0.9842748,0,0.96510303,,0.98862576,0.74488074,,24248,1,,76,,0.002175015,152,0,69912830,0.034316905,225722,70717186,6675052,,24282,34676750,,,0,0.22022235,0.98862576,0.7364083,69912830,0.003189175,15299324,6796290,15405015,151,15487606,11972198,0.002679864,15495500,50.012737,0.003191897,0.99297667,,0,50.172108
GTEX-131YS-0726-SM-5P9G9,1,C1,"2 pieces; fibrosis with nodularity, thyroid follicles and scattered aggregates of lymphocytes (likely Hashimoto's thyroiditis); one piece includes ~30% of fibrous tissue and large vessels",7.3,Thyroid,Thyroid,2046,981,977,BP-47901,RNA Extraction from Paxgene-derived Lysate Plate Based,01/06/2014,LCSET-4914,03/27/2014,TruSeq.v1,RNASEQ,,0.9854053,0,0.95674556,,0.98695815,0.72968715,,25251,1,,76,,0.003307149,200,0,97385998,0.042720318,300888,98672880,3258210,,25291,48326765,,,0,0.22705843,0.98695815,0.7201707,97385998,0.004112262,21135401,9059090,21246904,203,21268865,15619285,0.003709072,21244545,49.971397,0.003049349,0.9885109,,0,50.131546
GTEX-131YS-0826-SM-5PNYV,1,C1,2 pieces; one with 20% internal fat and fibrous  tissue,8,Heart,Heart - Atrial Appendage,6631,982,976,BP-47901,RNA Extraction from Paxgene-derived Lysate Plate Based,01/06/2014,LCSET-4918,03/29/2014,TruSeq.v1,RNASEQ,,0.990028,0,0.9768025,,0.9916339,0.82779515,,21958,1,,76,,0.003066065,282,0,115625332,0.022847641,2630988,116600824,3258110,,21980,57535786,,,0,0.14900732,0.9916339,0.82086974,115625332,0.003432994,24626882,12060789,24804456,330,24742264,19334490,0.003249232,24841182,50.099747,0.022564061,0.9932398,,0,50.179623
GTEX-131YS-0926-SM-5IJB9,1,C1,2 pieces; congestion and emphysematous changes,7.3,Lung,Lung,8952,990,969,BP-45499,RNA Extraction from Paxgene-derived Lysate Plate Based,11/05/2013,LCSET-4814,03/04/2014,TruSeq.v1,RNASEQ,,0.984048,0,0.9641138,,0.9886752,0.7391434,,24003,1,,76,,0.002466861,152,0,69382319,0.03547637,174209,70177066,8920074,,24039,34385594,,,0,0.22497049,0.9886752,0.7307727,69382319,0.004302303,15155610,5969848,15222014,154,15299043,10921003,0.003380287,15372757,50.120163,0.002482421,0.9933023,,0,50.109295
GTEX-131YS-1126-SM-5N9FQ,1,C1,6 pieces; well trimmed; early atherosclerotic changes,5.7,Blood Vessel,Artery - Aorta,1496,991,969,BP-45499,RNA Extraction from Paxgene-derived Lysate Plate Based,11/05/2013,LCSET-4905,03/23/2014,TruSeq.v1,RNASEQ,,0.98326063,0,0.96639806,,0.98525673,0.7692736,,23196,1,,76,,0.004169114,280,0,102660420,0.033241373,416630,104196618,5205996,,23226,50835803,,,0,0.19712448,0.98525673,0.75793195,102660420,0.004314714,22200664,7754961,22225354,265,22223934,16336994,0.004241766,22390644,50.186832,0.003998498,0.9872529,,0,50.02779
GTEX-131YS-1226-SM-5K7VE,1,C1,2 pieces; atherosclerosis with  up to 25% luminal narrowing in one piece; external fat up to 683 um,5.8,Blood Vessel,Artery - Coronary,1621,987,973,BP-46482,RNA Extraction from Paxgene-derived Lysate Plate Based,12/03/2013,LCSET-4818,03/12/2014,TruSeq.v1,RNASEQ,,0.98323256,0,0.97286975,,0.98640704,0.80198216,,22383,1,,76,,0.004612107,161,0,80543546,0.02672989,316974,81653460,5702204,,22400,39956884,,,0,0.17088757,0.98640704,0.79108083,80543546,0.005248446,17329070,6440934,17494628,162,17532132,15703622,0.004929252,17530647,49.997883,0.003881942,0.9895815,,0,50.237713
GTEX-131YS-1426-SM-5IJF7,1,C1,6 pieces,6.4,Esophagus,Esophagus - Mucosa,6920,994,968,BP-46453,RNA Extraction from Paxgene-derived Lysate Plate Based,12/03/2013,LCSET-4815,03/13/2014,TruSeq.v1,RNASEQ,,0.9844114,0,0.97071433,,0.98680276,0.7966577,,22687,1,,76,,0.004911295,161,0,81117019,0.028993523,523131,82201856,5474040,,22708,40275552,,,0,0.17405665,0.98680276,0.78614396,81117019,0.00519672,17990600,8636602,18186766,172,18247399,13393265,0.005053661,18114967,49.8179,0.006363981,0.9891941,,0,50.271114
GTEX-131YS-1626-SM-5HL6C,1,C1,3 pieces; accentuation of portal tracts with fibrosis and  congestion,6,Liver,Liver,1114,997,966,BP-45247,RNA Extraction from Paxgene-derived Lysate Plate Based,10/29/2013,LCSET-4806,03/02/2014,TruSeq.v1,RNASEQ,,0.9885449,0,0.9626117,,0.9915297,0.7850799,,20929,1,,76,,0.002330305,125,0,64529562,0.03727538,1481074,65080812,6709576,,20947,32072637,,,0,0.17753178,0.9915297,0.77843004,64529562,0.003336254,14010770,9316981,14032578,161,14036360,7981102,0.002831765,14167913,50.233215,0.022757461,0.9945146,,0,50.038883
GTEX-131YS-1726-SM-5HL7G,1,C1,2 pieces; minimal  fibrovascular component,6.4,Adipose Tissue,Adipose - Visceral (Omentum),10414,999,964,BP-45247,RNA Extraction from Paxgene-derived Lysate Plate Based,10/29/2013,LCSET-4807,02/28/2014,TruSeq.v1,RNASEQ,,0.98556685,0,0.9699223,,0.98977697,0.7836149,,23247,1,,76,,0.002266326,168,0,74342451,0.029804183,603419,75110300,7074780,,23267,36912947,,,0,0.18630743,0.98977697,0.77560395,74342451,0.003286853,16327515,7150399,16451691,178,16539974,11673370,0.002774419,16522654,49.973804,0.008033771,0.9939871,,0,50.189415
GTEX-131YS-2026-SM-5P9J8,1,C1,2 pieces; well trimmed; one includes portion of cortical nodule; cortex and medulla with central adrenal vein; one with attached nerves and ganglion (outlined),5.8,Adrenal Gland,Adrenal Gland,2369,1003,962,BP-47901,RNA Extraction from Paxgene-derived Lysate Plate Based,01/06/2014,LCSET-4916,03/27/2014,TruSeq.v1,RNASEQ,,0.98795736,0,0.93440664,,0.98925,0.77409786,,23356,1,,76,,0.003443141,273,0,99447016,0.06538741,5002324,100527686,3300944,,23392,49467952,,,0,0.16030878,0.98925,0.7657763,99447016,0.003754353,20955107,12827444,21235195,284,21148827,13040252,0.003598544,21147015,49.997864,0.04976066,0.99054265,,0,50.331936
GTEX-131YS-2226-SM-5P9G8,0,C1,2 pieces; multiple corpora albicantia,6.7,Ovary,Ovary,992,1006,960,BP-47901,RNA Extraction from Paxgene-derived Lysate Plate Based,01/06/2014,LCSET-4914,03/27/2014,TruSeq.v1,RNASEQ,,0.9878813,0,0.9055435,,0.9886424,0.64121145,,24294,1,,76,,0.003166795,182,0,103491623,0.09423523,262335,104680546,3776094,,24353,51379085,,,0,0.26433203,0.9886424,0.6339288,103491623,0.003885348,21427849,16246672,21491252,189,21459273,15381779,0.003525795,21519096,50.0696,0.002506053,0.9894034,,0,50.073864
GTEX-131YS-2326-SM-5IJFJ,1,C1,2 pieces; endometrium not included,5.8,Uterus,Uterus,995,1009,957,BP-46453,RNA Extraction from Paxgene-derived Lysate Plate Based,12/03/2013,LCSET-4815,03/13/2014,TruSeq.v1,RNASEQ,,0.9813745,0,0.9620909,,0.9839496,0.7461689,,23795,1,,76,,0.00490721,163,0,87810057,0.0376352,243955,89242428,6319680,,23838,43504689,,,0,0.21592197,0.9839496,0.7341926,87810057,0.00545583,19146304,7874876,19273018,170,19314506,14569446,0.005180802,19316278,50.002293,0.002733621,0.9865248,,0,50.16491
GTEX-131YS-2426-SM-5J2OD,1,C1,6 pieces; some sloughing and atrophy of squamous epithelium,6.2,Vagina,Vagina,996,1010,957,BP-45499,RNA Extraction from Paxgene-derived Lysate Plate Based,11/05/2013,LCSET-4817,03/22/2014,TruSeq.v1,RNASEQ,,0.9806352,0,0.9613142,,0.9852521,0.72269744,,25002,1,,76,,0.004503786,153,0,86747519,0.03840979,364525,88046018,4718652,,25047,42978198,,,0,0.23861685,0.9852521,0.7120391,86747519,0.006303279,18979584,7640915,19002917,164,19121852,13406742,0.005399317,19230426,50.141544,0.004140165,0.98986894,,0,50.030712
GTEX-131YS-2826-SM-5EQ47,1,C1,6 pieces; hair bearing skin with ~20% external/internal fat,7.9,Skin,Skin - Not Sun Exposed (Suprapubic),36149,1021,948,BP-44901,RNA Extraction from Paxgene-derived Lysate Plate Based,10/22/2013,LCSET-4767,02/08/2014,TruSeq.v1,RNASEQ,,0.98186386,0,0.96976286,,0.9877812,0.7740351,,23147,1,,76,,0.002021895,160,0,70011104,0.03001521,288760,70877134,7838848,,23176,34643258,,,0,0.19572778,0.9877812,0.7645773,70011104,0.003336503,15352890,6411355,15458985,160,15574766,12055028,0.002675261,15615309,50.06499,0.004074093,0.9936986,,0,50.172165
GTEX-131YS-2926-SM-5EGKI,1,C1,6 pieces; well trimmed,6.4,Colon,Colon - Sigmoid,1159,1024,945,BP-44901,RNA Extraction from Paxgene-derived Lysate Plate Based,10/22/2013,LCSET-4797,02/11/2014,TruSeq.v1,RNASEQ,,0.98614895,0,0.967727,,0.9903007,0.80051047,,21767,1,,76,,0.001959821,145,0,66137558,0.032034263,496169,66785326,5666132,,21786,32835586,,,0,0.16721654,0.9903007,0.79274607,66137558,0.003190086,14092509,5303373,14237012,154,14283901,11304853,0.002572374,14291048,50.012505,0.007429312,0.99445254,,0,50.255043
GTEX-131YS-3026-SM-5EGHY,2,C1,"6 pieces; Purkinje cells well visualized and with evidence of hypoxic damage, some attached meninges",6.9,Brain,Brain - Cerebellum,2037,1026,944,BP-44901,RNA Extraction from Paxgene-derived Lysate Plate Based,10/22/2013,LCSET-4764,02/08/2014,TruSeq.v1,RNASEQ,,0.97587436,0,0.9321369,,0.9833684,0.6749947,,24077,1,,76,,0.002907109,131,0,76527563,0.06754927,1077360,77821864,13564008,,24109,37832589,,,0,0.25714216,0.9833684,0.6637684,76527563,0.006183808,16290636,9369989,16309549,155,16511142,8765392,0.004532973,16603599,50.139603,0.013843925,0.9908625,,0,50.029007
GTEX-131YS-3126-SM-5KLYT,1,C1,"4 pieces, some attached meninges",6.6,Brain,Brain - Cortex,1870,1029,941,BP-45499,RNA Extraction from Paxgene-derived Lysate Plate Based,11/05/2013,LCSET-4820,03/20/2014,TruSeq.v1,RNASEQ,,0.98500246,0,0.955825,,0.98802924,0.83131504,,22908,1,,76,,0.00396578,270,0,81690470,0.043825526,2716110,82680216,3789448,,22922,40582574,,,0,0.12450988,0.98802924,0.8213636,81690470,0.005105058,17661248,12148611,17857244,257,17819588,9460061,0.004533674,17911822,50.12907,0.032850783,0.991056,,0,50.275906
GTEX-131YS-3226-SM-5IFGV,1,C1,1 piece; adenohypophysis and neurohypophysis,5.9,Pituitary,Pituitary,7,1030,940,BP-46453,RNA Extraction from Paxgene-derived Lysate Plate Based,12/03/2013,LCSET-4813,03/05/2014,TruSeq.v1,RNASEQ,,0.9865013,0,0.94867086,,0.99043065,0.76440483,,23666,1,,76,,0.002359156,135,0,65435824,0.051064152,285670,66068052,7657006,,23692,32492111,,,0,0.18426605,0.99043065,0.75709,65435824,0.003720492,13566058,7577763,13608753,141,13685275,11116069,0.003037124,13719056,50.06163,0.004323875,0.99436,,0,50.078552
GTEX-132AR-0002-SM-5DU51,,C1,,,Blood,Whole Blood,13756,76,,BP-42922,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),08/30/2013,LCSET-4834,02/19/2014,Standard Exome Sequencing v3 (ICE),WES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-132AR-0006-SM-5NQ7N,,C1,,8.6,Blood,Whole Blood,13756,76,,BP-42921,RNA isolation_PAXgene Blood RNA (Manual),08/30/2013,LCSET-4906,03/22/2014,TruSeq.v1,RNASEQ,,0.98983526,0,0.9615823,,0.99164945,0.80510354,,19503,1,,76,,0.002129014,129,0,69095241,0.03805029,977234,69677082,5515584,,19511,34396485,,,0,0.15647869,0.99164945,0.79838055,69095241,0.003010217,15349091,33199049,15489089,142,15510914,14704980,0.00256881,15445114,49.89372,0.014025186,0.9934637,,0,50.22699
GTEX-132AR-0008-SM-62LDH,,C1,,10,Skin,Cells - Transformed fibroblasts,EFO_0002009,80,,BP-46001,RNA isolation_Trizol Manual (Cell Pellet),11/20/2013,LCSET-5306,3/28/2014,TruSeq.v1,RNASEQ,,0.9880884,0,0.97032434,,0.9919466,0.8328311,,21125,1,,76,,0.002428537,292,0,102694960,0.029342491,304522,103528724,7054206,,21144,51032271,,,0,0.13749327,0.9919466,0.8261239,102694960,0.002879355,22938686,8735541,22997722,263,23109263,25612563,0.002653069,23190273,50.087482,0.002941425,0.9958048,,0,50.06426
GTEX-132AR-0226-SM-5IJBE,1,C1,"2 pieces; 1 pure fat, 1 has 20% fibrous tissue",7.8,Adipose Tissue,Adipose - Subcutaneous,2190,83,900,BP-45485,RNA Extraction from Paxgene-derived Lysate Plate Based,11/05/2013,LCSET-4814,03/04/2014,TruSeq.v1,RNASEQ,,0.9872894,0,0.9749639,,0.99093056,0.8140127,,22366,1,,76,,0.002184364,214,0,85666374,0.024786714,370194,86450436,10649838,,22387,42556055,,,0,0.16095117,0.99093056,0.8066301,85666374,0.003700415,19000837,7347493,19050332,220,19097319,15860750,0.002939604,19241506,50.188046,0.004282153,0.9945717,,0,50.06504
GTEX-132AR-0326-SM-5KM2C,1,C1,6 pieces; well trimmed; 10% intradermal fat,6.3,Skin,Skin - Not Sun Exposed (Suprapubic),36149,85,898,BP-45499,RNA Extraction from Paxgene-derived Lysate Plate Based,11/05/2013,LCSET-4820,03/20/2014,TruSeq.v1,RNASEQ,,0.9825268,0,0.96624655,,0.9863502,0.7777221,,23443,1,,76,,0.004009945,154,0,73689354,0.033596672,683735,74709118,3616840,,23471,36568898,,,0,0.18852441,0.9863502,0.76710635,73689354,0.005394656,16174401,7093403,16362844,167,16318407,10577780,0.004699616,16477552,50.24263,0.009151962,0.9901735,,0,50.28958
GTEX-132AR-0426-SM-5IFH8,1,C1,"2 pieces; many Mallory alcoholic hyalin bodies, bridging fibrosis, >90% macro and microsteatosis",6.8,Liver,Liver,1114,86,898,BP-46453,RNA Extraction from Paxgene-derived Lysate Plate Based,12/03/2013,LCSET-4813,03/05/2014,TruSeq.v1,RNASEQ,,0.9868676,0,0.9683707,,0.9907954,0.8142032,,22240,1,,76,,0.002327811,137,0,72736052,0.030685913,1968341,73411776,8528816,,22259,36096720,,,0,0.15416749,0.9907954,0.80670875,72736052,0.003654109,15964149,8641690,15981276,162,16057746,13980924,0.002988331,16153022,50.147892,0.026812334,0.99472326,,0,50.02681
GTEX-132AR-0526-SM-5J2MJ,1,C1,2 pieces; no peritonitis,6.4,Adipose Tissue,Adipose - Visceral (Omentum),10414,89,896,BP-46453,RNA Extraction from Paxgene-derived Lysate Plate Based,12/03/2013,LCSET-4817,03/22/2014,TruSeq.v1,RNASEQ,,0.98146933,0,0.975047,,0.9863611,0.8289944,,23069,1,,76,,0.004318205,170,0,86631916,0.024640467,936899,87829824,4767258,,23089,42951482,,,0,0.1460526,0.9863611,0.8176878,86631916,0.006016333,19198115,8523046,19278912,180,19392902,17087947,0.005163058,19476934,50.108093,0.010667208,0.9912527,,0,50.104992
GTEX-132AR-0726-SM-5EQ6J,1,C1,"2 pieces; well trimmed, no lesions",7.8,Blood Vessel,Artery - Tibial,7610,91,895,BP-44901,RNA Extraction from Paxgene-derived Lysate Plate Based,10/22/2013,LCSET-4767,02/08/2014,TruSeq.v1,RNASEQ,,0.9881528,0,0.97373307,,0.9918313,0.8474105,,19949,1,,76,,0.001845991,138,0,62370777,0.025950342,224025,62884460,7899618,,19957,30986000,,,0,0.12632255,0.9918313,0.8404883,62370777,0.00277608,13570859,4675069,13723354,146,13736077,12964029,0.002309311,13767738,50.057552,0.003562486,0.9955098,,0,50.279354
GTEX-132AR-0826-SM-5EGK6,1,C1,"2 pieces; atrophic ducts, no lobules; nerves in 1 piece = 10% (delineated)",7.7,Breast,Breast - Mammary Tissue,8367,92,895,BP-44901,RNA Extraction from Paxgene-derived Lysate Plate Based,10/22/2013,LCSET-4797,02/11/2014,TruSeq.v1,RNASEQ,,0.98719716,0,0.9734209,,0.99078363,0.8128881,,21995,1,,76,,0.001899119,165,0,70730507,0.026339527,697891,71388450,6086660,,22007,35142332,,,0,0.16053282,0.99078363,0.8053962,70730507,0.002854268,15628784,6716064,15689189,175,15713221,12379587,0.002374965,15836818,50.195873,0.009775966,0.99437016,,0,50.09644
GTEX-132AR-1026-SM-5PNVL,1,C1,2 pieces; focal atrophy,8.7,Muscle,Muscle - Skeletal,11907,97,891,BP-47901,RNA Extraction from Paxgene-derived Lysate Plate Based,01/06/2014,LCSET-4917,03/27/2014,TruSeq.v1,RNASEQ,,0.9904573,0,0.9755831,,0.9926841,0.85213697,,19883,1,,76,,0.001796619,157,0,65458582,0.024150752,375687,65940998,6145170,,19894,32577780,,,0,0.12344613,0.9926841,0.84590286,65458582,0.002537278,14319493,5933659,14419615,162,14405014,13436418,0.002166118,14464409,50.102867,0.00569732,0.99491096,,0,50.17419
GTEX-132AR-1126-SM-5P9GA,1,C1,2 pieces; focal atrophy,7.3,Thyroid,Thyroid,2046,99,890,BP-47901,RNA Extraction from Paxgene-derived Lysate Plate Based,01/06/2014,LCSET-4914,03/27/2014,TruSeq.v1,RNASEQ,,0.9880928,0,0.9610999,,0.9893769,0.75360847,,24416,1,,76,,0.002973986,207,0,98619210,0.03856128,1558041,99678100,3251952,,24459,48988653,,,0,0.2074914,0.9893769,0.74560285,98619210,0.003656084,21630262,8904672,21760096,241,21716192,15355965,0.003314592,21781881,50.07551,0.015630726,0.9906611,,0,50.149612
GTEX-132AR-1326-SM-5K7YC,1,C1,2 pieces; 40 & 80% external fat,7.1,Blood Vessel,Artery - Coronary,1621,103,888,BP-45499,RNA Extraction from Paxgene-derived Lysate Plate Based,11/05/2013,LCSET-5258,03/29/2014,TruSeq.v1,RNASEQ,,0.9870201,0,0.9759546,,0.99047214,0.8606149,,21393,1,,76,,0.002306073,202,0,80124726,0.02377371,778569,80895490,10550324,,21403,39833462,,,0,0.115339674,0.99047214,0.8524151,80124726,0.003584371,17708223,7867463,17838682,209,17860528,15273427,0.002942994,17943032,50.11522,0.009624381,0.9939241,,0,50.183502
GTEX-132AR-1426-SM-5IFF1,0,C1,2 pieces; atrophic,7.9,Ovary,Ovary,992,104,887,BP-45499,RNA Extraction from Paxgene-derived Lysate Plate Based,11/05/2013,LCSET-4813,03/05/2014,TruSeq.v1,RNASEQ,,0.98704255,0,0.96086305,,0.9907893,0.7393254,,22397,1,,76,,0.002163768,143,0,68038237,0.038923934,503228,68670742,7561728,,22434,33798323,,,0,0.22153762,0.9907893,0.73251575,68038237,0.003564956,14950394,7246452,15039376,144,15096929,11793268,0.002861713,15128735,50.052612,0.007328128,0.9945361,,0,50.148354
GTEX-132AR-1526-SM-5KM1L,0,C1,2 pieces; myometrium only (in this cut),7,Uterus,Uterus,995,107,885,BP-45485,RNA Extraction from Paxgene-derived Lysate Plate Based,11/05/2013,LCSET-4820,03/20/2014,TruSeq.v1,RNASEQ,,0.9844608,0,0.9641735,,0.98724926,0.7433239,,23001,1,,76,,0.003843721,141,0,75666896,0.035623796,691283,76644168,3457738,,23032,37594991,,,0,0.2208496,0.98724926,0.73384595,75666896,0.004846113,16632419,7321889,16731695,155,16753663,11635867,0.004343502,16804386,50.075577,0.009019381,0.9900377,,0,50.148777
GTEX-132AR-1626-SM-5EGHP,1,C1,6 pieces,8.9,Vagina,Vagina,996,109,883,BP-44901,RNA Extraction from Paxgene-derived Lysate Plate Based,10/22/2013,LCSET-4764,02/08/2014,TruSeq.v1,EXCLUDE,,0.9819272,0,0.9682623,,0.98750687,0.77677125,,20646,1,,76,,0.002497101,116,0,52978832,0.03151789,660873,53649076,8261662,,20659,26274262,,,0,0.19149113,0.98750687,0.76706696,52978832,0.005475607,11785589,9071527,11883283,114,12001011,9663644,0.00397794,11948675,49.890736,0.012318442,0.9930866,,0,50.20638
GTEX-132AR-1726-SM-5EGHQ,2,C1,2 pieces; atrophic,8.2,Adrenal Gland,Adrenal Gland,2369,111,882,BP-44901,RNA Extraction from Paxgene-derived Lysate Plate Based,10/22/2013,LCSET-4764,02/08/2014,TruSeq.v1,RNASEQ,,0.9823139,0,0.96765953,,0.9884446,0.8004669,,22505,1,,76,,0.002346193,136,0,64540056,0.032114755,1810704,65294560,10054342,,22529,31987624,,,0,0.16719264,0.9884446,0.7912172,64540056,0.005435077,14267086,7549700,14320293,144,14445577,11507168,0.003881055,14508876,50.109306,0.027731314,0.9945754,,0,50.09306
